"iep_country","iep_geocode","ID","event_id","iep_region","The West","year","start_date","end_date","latitude","longitude","admin_name","event_type","perpetrators_1_name","perpetrators_1_type","perpetrators_2_name","perpetrators_2_type","perpetrators_3_name","perpetrators_3_type","source_urls_01","source_urls_02","suicide","specific_target","targets_1","targets_2","targets_3","targets_4","targets_5","targets_6","targets_7","deaths_total","hostages_total","injured_total","terrorists_killed","weapons_1","weapons_2","weapons_3","weapons_4","summary","intensity","conflict"
"Myanmar","MMR","MMR.15_1",60118,"Asia-Pacific","non-West",2021,2021-07-02,2021-07-02,16.797314,96.20289,"Yangon","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://news-eleven.com/article/210985	https://twitter.com/AungKya02263150/status/1411037452781883397",NA,FALSE,"Ward administration office","Government/Political",NA,NA,NA,NA,NA,NA,0,0,0,0,"Explosives",NA,NA,NA,"A bomb detonated near the ward administration office on Thuparyone Road, Thuparyone ward, Thaketa township, Yangon, Yangon region at around 2100hrs on 2 July. There were no details on casualties. No group had claimed responsibility at the time of writing, but based on the tactics, target and location, an anti-junta armed group was probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60119,"Asia-Pacific","non-West",2021,2021-07-05,2021-07-05,17.045568,96.159935,"Yangon","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://www.rfa.org/burmese/news/mingaladon-court-bomb-blast-07052021074656.html	https://www.facebook.com/groups/247789469453500/posts/873382583560849/",NA,FALSE,"Courthouse","Legal/Judiciary",NA,NA,NA,NA,NA,NA,0,0,0,0,"Explosives",NA,NA,NA,"A bomb exploded near a courthouse on the No. 3 Road in Mingaladon township, Yangon, Yangon region at around 0830hrs on 5 July. No one was hurt. No group had claimed responsibility at the time of writing, but based on the tactics, target and location, an anti-junta armed group was probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60135,"Asia-Pacific","non-West",2021,2021-06-25,2021-06-25,16.852753,96.16166,"Yangon","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://www.myanmar-now.org/en/news/usdp-member-in-mandalay-shot-wounded	https://www.facebook.com/groups/247789469453500/posts/862653857967055/",NA,FALSE,"Purported government informant","Civilians/General Public",NA,NA,NA,NA,NA,NA,0,0,1,0,"Firearms",NA,NA,NA,"Gunmen wounded a members of the Union Solidarity and Development Party (USDP) who was purported to be government informant outside his home on Myintzu Street in Kanthaya Myothit Ward, Chanmyathazi township, Mandalay, Mandalay region at around 0500hrs on 25 June. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.12_1",60136,"Asia-Pacific","non-West",2021,2021-06-25,2021-06-25,22.678488,95.31271,"Sagaing","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://www.irrawaddy.com/news/burma/seven-local-officials-working-for-myanmar-regime-killed-in-nine-days.html	https://www.facebook.com/groups/3416276471723952/posts/4371150062903250/",NA,FALSE,"Civilian (purported government informant)","Civilians/General Public",NA,NA,NA,NA,NA,NA,1,0,0,0,"Firearms",NA,NA,NA,"Gunmen killed a civilian purported to be a government informant near a grocery store in the village of Nyaung Hla, Depayin township, Sagaing region at around 1000hrs on 25 June. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60138,"Asia-Pacific","non-West",2021,2021-07-08,2021-07-08,16.774727,96.14795,"Yangon","Explosive projectile","Unknown","Undetermined",NA,NA,NA,NA,"https://www.rfa.org/burmese/news/golden-palace-jewellery-shop-bomb-explode-07082021051912.html	https://www.myanmar-now.org/mm/news/7385","http://mizzimaburmese.com/article/82939",FALSE,"Jewellery Shop owned by government minister","Retail Sector","Government/Political",NA,NA,NA,NA,NA,0,0,1,0,"Grenade",NA,NA,NA,"A grenade attack at the Golden Palace Diamond Jewellery Shop wounded one civilian on the corner of Mahabandula Road and Lanmadaw Road in Madaw township, Yangon, Yangon region at around 1400hrs on 8 July. The shop was owned by the Minister of Social Welfare, Relief and Resettlement of the Military Council. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60142,"Asia-Pacific","non-West",2021,2021-07-07,2021-07-07,16.802359,96.17906,"Yangon","Explosive projectile","Unknown","Undetermined",NA,NA,NA,NA,"https://www.rfa.org/burmese/news/tamwe-epc-bomb-07072021091255.html	https://www.facebook.com/groups/3718898681453883/posts/4382909971719414/","https://www.facebook.com/permalink.php?story_fbid=2668391293458660&id=100008634459190",FALSE,"Tamwe Electricity Office","Electricity Infrastructure",NA,NA,NA,NA,NA,NA,0,0,0,0,"Grenade",NA,NA,NA,"Two grenades detonated in quick succession near the Tamwe Electricity Office in Tamwe township, Yangon, Yangon region at around 1600hrs on 7 July. No one was hurt. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.12_1",60155,"Asia-Pacific","non-West",2021,2021-06-27,2021-06-27,22.442354,95.71258,"Sagaing","Explosive projectile","Unknown","Undetermined",NA,NA,NA,NA,"https://twitter.com/kzy_linn/status/1409461427505610754	https://www.facebook.com/groups/258437465569903/posts/596949855051994/",NA,FALSE,"Union Solidarity and Development Party (USDP) office","Government/Political",NA,NA,NA,NA,NA,NA,1,0,1,0,"Grenade",NA,NA,NA,"A grenade attack by two men on a motorbike killed at least one civilian and wounded another at an office of the Union Solidarity and Development Party (USDP) on Pyi Taw Thar Road in Shwebo township, Shwebo district, Sagaing region at around 0700hrs on 27 June. No group had claimed responsibility at the time of writing, but based on the tactics and target, pro-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.8_1",60156,"Asia-Pacific","non-West",2021,2021-06-27,2021-06-27,21.5117,95.3773,"Mandalay","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://twitter.com/kzy_linn/status/1409096972011593735	https://www.myanmar-now.org/mm/news/7245",NA,FALSE,"Village administrator","Government/Political",NA,NA,NA,NA,NA,NA,1,0,0,0,"Firearms",NA,NA,NA,"Gunmen killed a village administrator near the Kyaw petrol station in Ywa Si Ywa, The Phyu Wa, Myingyan township, Myingyan district, Mandalay region at around 1100hrs on 27 June. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60160,"Asia-Pacific","non-West",2021,2021-07-08,2021-07-08,16.78458,96.13217,"Yangon","",NA,NA,NA,NA,NA,NA,"https://www.myanmar-now.org/en/news/jewellery-store-owned-by-junta-minister-bombed-in-yangon","https://twitter.com/kzy_linn/status/1413064789417463813",FALSE,"",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,"A bomb blast targeting jewelry store owned by a junta member wounded an employee in Shwe Nan Daw, at the intersection of Mahabandoola and Lanmadaw roads, Lanmadaw township, Yangon, Yangon region, on 8 July. No group had claimed the attack at the time of writing, but local media outlets said that 'urban guerilla groups' were probably be responsible.","war","conflict"
"Myanmar","MMR","MMR.8_1",60168,"Asia-Pacific","non-West",2021,2021-07-11,2021-07-11,21.97867,96.06318,"Mandalay","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://twitter.com/Khithitofficial/status/1414136660053221379	https://www.facebook.com/opinionleadersmm/posts/532024358242882",NA,FALSE,"Electricity bill collectors","Electricity Infrastructure",NA,NA,NA,NA,NA,NA,2,0,0,0,"Firearms",NA,NA,NA,"Gunmen killed two civilians collecting payment for electricity bills between Daw Weik Bridge and Chan Thar Pagoda in Chanayethazan township, Mandalay, Mandalay region at around 1000hrs on 11 July. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.14_1",60169,"Asia-Pacific","non-West",2021,2021-07-08,2021-07-08,14.01211,98.24176,"Tanintharyi","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://www.gnlm.com.mm/two-armed-men-shot-dead-in-dawei-township/	https://www.facebook.com/groups/464523893689561/posts/2240567766085156/",NA,FALSE,"School","Education Sector",NA,NA,NA,NA,NA,NA,0,0,0,2,"Firearms",NA,NA,NA,"Gunmen on motorbikes shot at a secondary school in Raungmaw village, Dawei township, Dawei district, Tanintharyi region at around 1100hrs on 8 July. No one at the school was hurt but security guards fought off the attackers and killed two of them. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60170,"Asia-Pacific","non-West",2021,2021-07-09,2021-07-09,16.994986,96.13074,"Yangon","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://elevenmyanmar.com/news/explosions-occur-at-epc-offices-in-sanchaung-mingaladon-and-lanmadaw	https://www.facebook.com/khitthitnews/posts/1242223402881670",NA,FALSE,"Office of the Electric Power Corporation (EPC)","Electricity Infrastructure",NA,NA,NA,NA,NA,NA,0,0,0,0,"Undetermined",NA,NA,NA,"An explosion took place at an office of the Electric Power Corporation (EPC) in Mingaladon Township, Yangon, Yangon region on the night of 9 July. There were no details on casualties. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60171,"Asia-Pacific","non-West",2021,2021-07-09,2021-07-09,16.778124,96.14077,"Yangon","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://elevenmyanmar.com/news/explosions-occur-at-epc-offices-in-sanchaung-mingaladon-and-lanmadaw	https://www.facebook.com/groups/137484756912057/posts/814541272539732/",NA,FALSE,"Office of the Electric Power Corporation (EPC)","Electricity Infrastructure",NA,NA,NA,NA,NA,NA,0,0,0,0,"Explosives",NA,NA,NA,"An explosion took place at an office of the Electric Power Corporation (EPC) in Lanmadaw township, Yangon, Yangon region at around 0530hrs on 9 July. There were no details on casualties. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60172,"Asia-Pacific","non-West",2021,2021-07-09,2021-07-09,16.806217,96.13414,"Yangon","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://elevenmyanmar.com/news/explosions-occur-at-epc-offices-in-sanchaung-mingaladon-and-lanmadaw	https://www.facebook.com/khitthitnews/posts/1242268962877114",NA,FALSE,"Office of the Electric Power Corporation (EPC)","Electricity Infrastructure",NA,NA,NA,NA,NA,NA,0,0,0,0,"Undetermined",NA,NA,NA,"An explosion took place at an office of the Electric Power Corporation (EPC) in Sanchaung township, Yangon, Yangon region at around 1000hrs on 9 July. There were no details on casualties. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.1_1",60174,"Asia-Pacific","non-West",2021,2021-07-11,2021-07-11,16.38386,95.260605,"Ayeyarwady","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://www.mizzima.com/article/bomb-blast-hits-township-power-supply-authority-office-ayeyawady-delta	https://www.facebook.com/permalink.php?story_fbid=123649596591051&id=100068380323992",NA,FALSE,"Electricity distribution management office","Electricity Infrastructure",NA,NA,NA,NA,NA,NA,0,0,0,0,"Undetermined",NA,NA,NA,"Two explosions occurred in quick succession at an electricity distribution management office in Mawlamyinegyun township, Labutta district, Ayeyarwady region at around 2100hrs on 11 July. There were no details on casualties. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.8_1",60180,"Asia-Pacific","non-West",2021,2021-07-02,2021-07-02,22.66739,96.014496,"Mandalay","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://www.myanmar-now.org/en/news/alleged-military-informant-shot-dead-in-early-morning-attack-at-betel-stall	https://www.facebook.com/groups/628039484258105/posts/1327529854309061/",NA,FALSE,"Civilian purported to be a government informant","Civilians/General Public",NA,NA,NA,NA,NA,NA,1,0,0,0,"Firearms",NA,NA,NA,"Gunmen killed a civilian purported to be a government informant in the village of Nwal Yone, Singu township, Pyin Oo Lwin district, Mandalay region around 0700hrs on 2 July. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60202,"Asia-Pacific","non-West",2021,2021-07-09,2021-07-09,16.764622,96.532974,"Yangon","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://twitter.com/Sandar11872501/status/1413508571715629062","http://www.mizzimaburmese.com/article/83000",FALSE,"Village adminstrator","Government/Political",NA,NA,NA,NA,NA,NA,1,0,0,0,"Firearms",NA,NA,NA,"Gunmen killed a junta-appointed village administrator in Thongwa township, Yangon region, at around 0900hrs on 9 July. No one had claimed the attack at the time of writing, but given target, tactic and location, an anti-junta armed group was probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60203,"Asia-Pacific","non-West",2021,2021-07-09,2021-07-09,16.769142,96.1651,"Yangon","Explosive projectile","Unknown","Undetermined",NA,NA,NA,NA,"https://twitter.com/Sandar11872501/status/1413522033099436033","http://www.mizzimaburmese.com/article/83019",FALSE,"Customs office","Government/Political",NA,NA,NA,NA,NA,NA,0,0,1,0,"Grenade",NA,NA,NA,"A grenade in a car detonated and wounded a civilian outside a customs office on Strand Road, Kyauktada Township, Yangon, Yangon region, at around 1530hrs on 9 July. No one had claimed the attack at the time of writing, but based on target, tactic and location, an anti-junta armed group was probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60207,"Asia-Pacific","non-West",2021,2021-07-12,2021-07-12,16.88832,96.10749,"Yangon","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://news-eleven.com/article/211605	https://www.facebook.com/dwiha.km/posts/2892793277639989",NA,FALSE,"Electricity office","Electricity Infrastructure",NA,NA,NA,NA,NA,NA,0,0,0,0,"Explosives",NA,NA,NA,"An explosion occurred at an electricity metre office on the corner of Insein Park and Insein Overpass in Insein township, Yangon, Yangon region at around 1700hrs on 12 July. No one was hurt. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60208,"Asia-Pacific","non-West",2021,2021-07-11,2021-07-11,16.760998,96.24903,"Yangon","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://www.myanmar-now.org/mm/news/7415	https://www.facebook.com/permalink.php?story_fbid=181767227302682&id=102937378519001",NA,FALSE,"Electric distribution centre","Electricity Infrastructure",NA,NA,NA,NA,NA,NA,0,0,0,0,"Explosives",NA,NA,NA,"A bomb detonated at an electricity distribution centre on Bogyoke Ne Win Road, Aung Mingalar ward, Thanlyin township, Yangon, Yangon region at around 1700hrs on 11 July. No one was hurt. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60209,"Asia-Pacific","non-West",2021,2021-07-10,2021-07-10,16.978292,96.07649,"Yangon","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://mizzima.com/article/spring-revolution-daily-news-11-july-2021	https://www.facebook.com/groups/399324414356429/posts/609529740002561/		https://www.facebook.com/permalink.php?story_fbid=181032464042825&id=102937378519001",NA,FALSE,"Electricity office","Electricity Infrastructure",NA,NA,NA,NA,NA,NA,0,0,0,0,"Explosives",NA,NA,NA,"A bomb detonated at an electricity office in Ward 6 of Shwe Pyi Tha township, Yangon, Yangon region at around 1400hrs on 10 July. No one was hurt. No group had claimed responsibility at the time of writing, but based on the tactic and target, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.8_1",60210,"Asia-Pacific","non-West",2021,2021-07-14,2021-07-14,21.939814,96.11584,"Mandalay","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://www.facebook.com/385165108587508/posts/1246430802460930/","https://twitter.com/kzy_linn/status/1415159273278124033",FALSE,"Municipal office","Government/Political",NA,NA,NA,NA,NA,NA,0,0,0,0,"Explosives",NA,NA,NA,"A bomb exploded outside the new city municipal office between 6th Street and 107th Street, Chanmyathazi township, Mandalay, Mandalay region, at around 0625hrs on 14 July. No one was hurt. No group had claimed the attack at the time of writing, but civil resistance groups operate in the area;","war","conflict"
"Myanmar","MMR","MMR.8_1",60214,"Asia-Pacific","non-West",2021,2021-07-14,2021-07-14,21.85153,96.068146,"Mandalay","Assassination","Unknown","Undetermined",NA,NA,NA,NA,"https://www.bbc.com/burmese/burma-57831556","https://www.myanmar-now.org/en/news/fox-force-guerilla-group-assassinates-junta-appointed-ward-administrator-in-mandalay",FALSE,"Ward administrator","Government/Political",NA,NA,NA,NA,NA,NA,1,0,0,0,"Firearms",NA,NA,NA,"Gunmen killed a ward administrator at the entrance of Myitnge market,Amarapura Township, Mandalay region, at around 0700hrs on 14 July. A civil resistance group called Never Give Up: Fox Force (NGUFF) claimed responsibility for the attack.","war","conflict"
"Myanmar","MMR","MMR.12_1",60215,"Asia-Pacific","non-West",2021,2021-07-14,2021-07-14,21.743067,95.32724,"Sagaing","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://www.bbc.com/burmese/burma-57831556","https://elevenmyanmar.com/news/two-men-including-ex-mp-from-usdp-shot-dead-in-myaung",FALSE,"Former MP and civilian","Civilians/General Public","Government/Political",NA,NA,NA,NA,NA,2,0,0,0,"Firearms",NA,NA,NA,"Gunmen killed a former parliament member and a civilian on the road near Kin Ywa, Myaung township, Sagaing region, in the morning of 14 July. No group had claimed the attack at the time of writing, but civil resistance groups operate in the area.","war","conflict"
"Myanmar","MMR","MMR.15_1",60241,"Asia-Pacific","non-West",2021,2021-07-14,2021-07-14,16.870499,96.242905,"Yangon","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://www.facebook.com/385165108587508/posts/1247281052375905/","https://www.myanmar-now.org/mm/news/7457",FALSE,"National activist","Civilians/General Public",NA,NA,NA,NA,NA,NA,1,0,0,0,"Firearms",NA,NA,NA,"Gunmen killed a 'national activist' who supported the junta military in Thu Kmyaing road, 53 ward, South Dagon township, Yangon, Yangon region, at around 1700hrs on 14 July. No group had claimed the attack at the time of writing, but anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.8_1",60259,"Asia-Pacific","non-West",2021,2021-07-14,2021-07-14,21.855604,96.070564,"Mandalay","Assassination","Unknown","Undetermined",NA,NA,NA,NA,"https://elevenmyanmar.com/news/a-female-ward-administrator-who-was-handing-out-surgical-masks-killed-by-two-assailants-in-a","http://www.mizzimaburmese.com/article/83270",FALSE,"Ward administrator","Government/Political",NA,NA,NA,NA,NA,NA,1,0,2,0,"Firearms",NA,NA,NA,"Gunmen on a motorcycle killed a junta-appointed female ward administrator and wounded two unknown others in the Myit Nge area of Amarapura township, Mandalay region, at around 0800hrs on 14 July. Local media outlets said that they were part of a group handing out face masks and hand sanitiser to people at a market. An anti-junta armed group calling itself Never Give Up: Fox Force (NGUFF) claimed responsibility.","war","conflict"
"Myanmar","MMR","MMR.8_1",60269,"Asia-Pacific","non-West",2021,2021-07-16,2021-07-16,21.90371,96.10528,"Mandalay","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://elevenmyanmar.com/news/bomb-exploded-at-electricity-office-in-mandalay-injuring-eight","https://www.facebook.com/385165108587508/posts/1248262958944381/",FALSE,"Pyigyidagun Township Electricity Meter Office","Government/Political","Civilians/General Public","Electricity Infrastructure",NA,NA,NA,NA,0,0,8,0,"Explosives",NA,NA,NA,"A homemade bomb wounded at least eight people, including unconfirmed numbers of civilians and government employees, at the Pyigyidagun Township Electricity Meter Office in Pyigyidagun township, Mandalay, Mandalay region, at around 1100hrs on 16 July. No group had claimed responsibility for the attack at the time of writing, but anti-junta armed groups operate in the area.","war","conflict"
"Myanmar","MMR","MMR.8_1",60276,"Asia-Pacific","non-West",2021,2021-07-16,2021-07-16,21.904804,96.104996,"Mandalay","",NA,NA,NA,NA,NA,NA,"https://www.myanmar-now.org/en/news/electricity-office-in-mandalays-pyigyidagun-township-bombed","https://elevenmyanmar.com/news/bomb-exploded-at-electricity-office-in-mandalay-injuring-eight",FALSE,"",NA,NA,NA,NA,NA,NA,NA,0,0,8,0,NA,NA,NA,NA,"A bomb exploded and wounded two government staff and six civilians at a junta-ran electricity office shop in Pyigyitakon township, Mandalay, Mandalay region, at around 0900hrs on 16 July. No group had claimed the attack at the time of writing, but civil resistance groups operate in the area.","war","conflict"
"Myanmar","MMR","MMR.8_1",60287,"Asia-Pacific","non-West",2021,2021-07-18,2021-07-18,22.048098,96.50056,"Mandalay","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://elevenmyanmar.com/news/explosion-occurs-near-dsta-in-pyin-oo-lwin","https://twitter.com/KhinTha66849465/status/1417379339109232640",FALSE,"Defence Services Technological Academy (DSTA)","Civilians/General Public","Government/Political","Military",NA,NA,NA,NA,0,0,1,0,"Explosives",NA,NA,NA,"An improvised explosive device detonated and wounded a civilian outside Gate No.3 of the Defence Services Technological Academy (DSTA), Pyin Oo Lwin township, Mandalay Region, in the night of 18 July. No group had claimed the attack at the time of writing, but anti-junta armed groups operate in the area.","war","conflict"
"Myanmar","MMR","MMR.12_1",60303,"Asia-Pacific","non-West",2021,2021-06-30,2021-06-30,22.078602,94.90654,"Sagaing","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://www.myanmar-now.org/en/news/four-alleged-informants-killed-in-yinmabin-sagaing-region	https://burmese.dvb.no/archives/472638",NA,FALSE,"Two civilians purported to be government informants","Civilians/General Public",NA,NA,NA,NA,NA,NA,2,0,0,0,"Firearms",NA,NA,NA,"Gunmen killed two civilians purported to be government informants in the village of Theikone, Yinmabin township, Sagaing region on the night of 30 June. No group had claimed responsibility at the time of writing, but based on the target and tactics, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.12_1",60304,"Asia-Pacific","non-West",2021,2021-06-28,2021-06-28,22.078602,94.90654,"Sagaing","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://www.myanmar-now.org/en/news/four-alleged-informants-killed-in-yinmabin-sagaing-region	http://burmese.dvb.no/archives/472447?fbclid=IwAR2v1yhtm8cvT6NQQuz1mAi6KYMiixZwXzqI36tZQ6EP1tkoCtxAMyJD5GQ",NA,FALSE,"Civilian purported to be a government informant","Civilians/General Public",NA,NA,NA,NA,NA,NA,1,0,0,0,"Firearms",NA,NA,NA,"Gunmen killed a civilian purported to be a government informant in the village of Kapai, Yinmabin township, Sagaing region on the night of 28 June. No group had claimed responsibility at the time of writing, but based on the target and tactics, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.15_1",60321,"Asia-Pacific","non-West",2021,2021-07-15,2021-07-15,16.851992,96.176445,"Yangon","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://www.rfa.org/burmese/news/global-treasure-bank-heist-07152021034326.html","https://t.me/khitthitnews/2393",FALSE,"Military-owned bank","Financial Sector","Government/Political",NA,NA,NA,NA,NA,0,0,0,0,"Firearms",NA,NA,NA,"Gunmen robbed a branch of the military-owned World Treasure Bank on Byamaso Road, South Okkalapa township, Yangon, Yangon region, at around 1110hrs on 15 July. No one was hurt. An anti-junta armed group, the People's Republican Army (PRA) claimed responsibility.","war","conflict"
"Myanmar","MMR","MMR.15_1",60328,"Asia-Pacific","non-West",2021,2021-07-19,2021-07-19,16.882345,96.191154,"Yangon","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"http://mizzimaburmese.com/article/83524	https://www.facebook.com/permalink.php?story_fbid=156520816577355&id=100066583116690",NA,FALSE,"Ward administrator","Government/Political",NA,NA,NA,NA,NA,NA,0,0,0,0,"Explosives",NA,NA,NA,"A bomb exploded outside the house of the administrator of Ward 39 in North Dagon township, Yangon, Yangon region at around 0730hrs on 19 July. There were no details on casualties. No group had claimed responsibility at the time of writing, but based on the target and tactics, anti-junta armed groups were probably responsible.","war","conflict"
"Myanmar","MMR","MMR.2_1",60337,"Asia-Pacific","non-West",2021,2021-07-04,2021-07-04,17.347816,96.48146,"Bago","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://www.myanmar-now.org/en/news/resistance-fighters-in-bago-kill-man-accused-of-helping-military-crush-protest-stronghold	https://www.facebook.com/groups/1771703452992455/posts/1973169909512474/",NA,FALSE,"Administrative office","Government/Political",NA,NA,NA,NA,NA,NA,0,0,2,0,"Explosives",NA,NA,NA,"A bomb wounded two people when it exploded at a government administrative office on 1st Street, Bago, Bago township, Bago region at around 0830hrs on 4 July. The precise location was not confirmed, and it was not clear whether the victims were government employees. An anti-junta armed group, the People's Defense Force (PDF) claimed responsibility.","war","conflict"
"Myanmar","MMR","MMR.8_1",60338,"Asia-Pacific","non-West",2021,2021-07-06,2021-07-06,19.692007,96.47218,"Mandalay","Explosive projectile","Unknown","Undetermined",NA,NA,NA,NA,"https://www.facebook.com/groups/787429138576013/posts/804288853556708/	https://twitter.com/AungKya02263150/status/1412385708988370952",NA,FALSE,"Police officers","Law Enforcement/Internal Security Forces",NA,NA,NA,NA,NA,NA,2,0,1,0,"Grenade",NA,NA,NA,"A grenade attack near a shop on 4th Street killed two police officers and wounded another in Shwe Chi ward, Pyinmana township, Naypyidaw Union territory on the evening of 6 July. An anti-junta armed group, the People's Defence Force (PDF), claimed responsibility.","war","conflict"
"Myanmar","MMR","MMR.12_1",60340,"Asia-Pacific","non-West",2021,2021-07-20,2021-07-20,22.121552,95.15363,"Sagaing","Armed attack","Unknown","Undetermined",NA,NA,NA,NA,"https://www.facebook.com/385165108587508/posts/1251684008602276/","https://www.myanmar-now.org/en/news/local-administrator-stabbed-and-killed-in-monywa",FALSE,"Ward administrator","Government/Political",NA,NA,NA,NA,NA,NA,1,0,0,0,"Melee weapons",NA,NA,NA,"Armed assailants stabbed a ward administrator to death in Monywa township, Sagaing region, on 20 July. No group had claimed the attack at the time of writing, but anti-junta violent groups operate in the area.","war","conflict"
"Myanmar","MMR","MMR.8_1",60346,"Asia-Pacific","non-West",2021,2021-07-18,2021-07-18,22.047838,96.50044,"Mandalay","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://elevenmyanmar.com/news/explosion-occurs-near-dsta-in-pyin-oo-lwinhttps://www.rfa.org/burmese/news/dsta-been-attacked-07182021223217.html",NA,FALSE,"Military academy","Military",NA,NA,NA,NA,NA,NA,0,0,1,0,"Explosives",NA,NA,NA,"A homemade bomb detonated and wounded at least one security guard outside the Defence Services Technological Academy (DSTA) in Pyin Oo Lwin township, Mandalay region, at around 2000hrs on 18 July. Local media outlets reported that residents heard gunfire near the local police station 30 minutes later. No one had claimed the attack at the time of writing, but based on target and tactic, an anti-junta armed group was probably responsible.","war","conflict"
"Myanmar","MMR","MMR.8_1",60383,"Asia-Pacific","non-West",2021,2021-07-13,2021-07-13,21.452581,95.382,"Mandalay","Bombing","Unknown","Undetermined",NA,NA,NA,NA,"https://www.myanmar-now.org/mm/news/7431	https://www.rfa.org/burmese/news/myinchin-shooting-one-injure-07132021052621.html",NA,FALSE,"Military vehicle","Military",NA,NA,NA,NA,NA,NA,0,0,1,0,"Explosives",NA,NA,NA,"A roadside bomb targeting a military vehicle wounded at least one civilian bystander on Pagoda Road in Myingyan township, Myingyan district, Mandalay region at around 1100hrs on 13 July. No group had claimed responsibility at the time of writing, but based on the tactics, target andlocation, anti-junta armed groups were probably responsible.","war","conflict"
